latitud,longitud,municipio,departamento,provincia
-24.35626569,-61.532041637,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.233027936,-61.76727436,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.4613347,-61.4709325,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.599191666,-61.373744965,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.43160403,-61.58929563,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.8232703,-60.9788771,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.347414017,-61.71138382,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.26304692,-61.24316418,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.040811539,-61.701976776,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.606107,-61.222148,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.46675181,-61.57228774,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.786643646,-61.484412197,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.602310181,-61.40000534,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.623871378,-61.166987328,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.243850708,-61.8200531,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.45989418,-60.8985672,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.104528427,-61.231487274,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.682393855,-61.161108948,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.311496735,-61.678852081,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.65180149,-61.79673482,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.0723633,-60.6197921,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.8710562,-60.8774613,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.26921463,-61.764175415,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.0339571,-60.7654318,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.025348663,-61.261669159,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.268596649,-61.693031311,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.73132,-61.33636,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.617307663,-61.265407562,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.635229111,-61.341293335,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.188005447,-61.279129028,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.315717697,-61.733612061,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.44351387,-61.825653076,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.349769592,-61.650203705,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.21481888,-60.695932502,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.516641617,-61.756633759,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.92363739,-61.35162735,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.982064,-60.6117724,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.501745224,-61.524356842,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.2342833,-61.76244706,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.1413879,-60.5121952,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.64058005,-61.47602452,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.574920654,-61.459651947,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.392942429,-61.589805603,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.3866677,-61.540966,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.677890778,-61.233695984,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.55716016,-61.54133564,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-24.204324722,-61.616149902,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.43689251,-61.59104602,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.7583298,-61.0213934,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-23.5413003,-61.4202262,AREA SIN GOBIERNO,BERMEJO,FORMOSA
-31.738574273,-59.911508144,SOSA,PARANA,ENTRE RÍOS
-25.211319123,-59.857039844,IBARRETA,PATIÑO,FORMOSA
-33.16844847,-66.06146551,ESTANCIA GRANDE,CORONEL PRINGLES,SAN LUIS
-33.21809147,-66.17707132,ESTANCIA GRANDE,CORONEL PRINGLES,SAN LUIS
-33.190546553,-66.152798557,ESTANCIA GRANDE,CORONEL PRINGLES,SAN LUIS
-33.193300068,-66.156898153,ESTANCIA GRANDE,CORONEL PRINGLES,SAN LUIS
-32.691927138,-63.435304438,TICINO,GENERAL SAN MARTIN,CÓRDOBA
-26.661480093,-58.635581818,PUERTO EVA PERON,BERMEJO,CHACO
-28.214151642,-65.873860063,EL RODEO,AMBATO,CATAMARCA
-31.0659142,-58.09292394,GUALEGUAYCITO,FEDERACION,ENTRE RÍOS
-31.038490556,-58.162161138,GUALEGUAYCITO,FEDERACION,ENTRE RÍOS
-26.816356394,-65.71792781,TAFI DEL VALLE,TAFI DEL VALLE,TUCUMÁN
-26.7807304,-65.6533452,TAFI DEL VALLE,TAFI DEL VALLE,TUCUMÁN
-26.799970627,-65.729194641,TAFI DEL VALLE,TAFI DEL VALLE,TUCUMÁN
-26.740341437,-65.774162237,TAFI DEL VALLE,TAFI DEL VALLE,TUCUMÁN
-26.852797899,-65.708557379,TAFI DEL VALLE,TAFI DEL VALLE,TUCUMÁN
-28.826623916,-56.469525963,ESTACION TORRENT,GENERAL ALVEAR,CORRIENTES
-37.06895161,-70.38454137,TRICAO MALAL,CHOS MALAL,NEUQUÉN
-37.04284904,-70.334717578,TRICAO MALAL,CHOS MALAL,NEUQUÉN
-37.02906724,-70.42160825,TRICAO MALAL,CHOS MALAL,NEUQUÉN
-30.038474343,-60.315243129,PEDRO GOMEZ CELLO,SAN JUSTO,SANTA FE
-30.020418497,-60.646870624,PEDRO GOMEZ CELLO,SAN JUSTO,SANTA FE
-30.0009955,-60.4843047,PEDRO GOMEZ CELLO,SAN JUSTO,SANTA FE
-30.038330946,-60.328288988,PEDRO GOMEZ CELLO,SAN JUSTO,SANTA FE
-31.093704177,-61.903231867,RAMONA,CASTELLANOS,SANTA FE
-41.769252777,-68.917778015,AREA SIN GOBIERNO,25 DE MAYO,RÍO NEGRO
-41.403579712,-68.272331238,AREA SIN GOBIERNO,25 DE MAYO,RÍO NEGRO
-41.473292047,-69.483502236,AREA SIN GOBIERNO,25 DE MAYO,RÍO NEGRO
-41.5127138,-69.51735638,AREA SIN GOBIERNO,25 DE MAYO,RÍO NEGRO
-40.418816897,-68.486245556,AREA SIN GOBIERNO,25 DE MAYO,RÍO NEGRO
-40.934343558,-69.411658785,AREA SIN GOBIERNO,25 DE MAYO,RÍO NEGRO
-24.907824078,-64.286735717,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.868589401,-63.75630188,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.55175972,-63.377475739,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.985435486,-63.873466492,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.989839554,-63.813152313,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.045117202,-64.002150996,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.687732696,-63.980365753,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.621636644,-62.939590645,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.007806778,-63.878993988,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.834606171,-63.56067276,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.431413651,-63.225372314,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.810710907,-63.631828308,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.609884262,-63.10615921,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.752103805,-63.408859253,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.997068405,-63.382171631,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.198133,-64.359772358,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.965808868,-63.191238403,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.86343956,-63.721721649,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.073022842,-63.375728607,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.039005279,-64.422393799,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.03014,-63.33826,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.63895,-63.64141,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.93649292,-63.663280487,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.610735274,-64.013015559,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.529513176,-63.587622498,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.977318968,-63.86985644,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.605293274,-63.886501312,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.202717176,-63.56866182,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.130346298,-64.407653809,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.501581662,-63.032637672,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.966926698,-63.836166382,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.925369263,-63.643966675,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.163279626,-64.086177897,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.080705643,-63.299690247,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.01571846,-63.798309326,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.689550526,-63.454024325,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.162651062,-64.019104004,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.839763641,-63.750328064,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.114692315,-64.225866443,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.781723022,-63.760238648,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.965797424,-63.770259857,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.561891556,-63.976055145,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.197834015,-63.755413055,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.437774658,-63.712814331,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.936498785,-63.67436887,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.83741951,-63.465942383,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.527322769,-63.922187805,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.266395569,-63.440284729,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.826040667,-64.185579067,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.124595642,-63.672809601,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.239773409,-63.825092084,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.127860362,-64.289673506,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.887432098,-63.219612122,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.72470665,-63.735897064,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.408157349,-63.259719849,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.097419696,-63.967137672,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.92288208,-63.690582275,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.036680222,-63.942188263,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.2318,-64.52968,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.133811951,-64.502235413,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.342855454,-63.252223968,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.035060883,-63.840431213,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.629678726,-63.242668152,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.103107776,-64.167421253,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.128341675,-63.995182037,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.621440888,-63.149036407,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.83455658,-63.678314209,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.634065628,-63.093093872,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.538944244,-63.270885468,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.684482592,-63.06798802,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.710859299,-63.720947266,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.129432471,-64.138589369,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.291440964,-63.398727417,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.671134949,-63.758548737,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.086958409,-63.203914964,JOAQUIN V GONZALEZ,ANTA,SALTA
-25.090553284,-63.83807373,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.700847626,-64.127098084,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.652648926,-64.033126831,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.529401779,-63.841594696,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.858459473,-63.576648712,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.90237236,-63.998321533,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.971961975,-64.429130554,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.507669449,-63.629142761,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.732366562,-63.483890533,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.579835892,-63.632591248,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.679985046,-63.684440613,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.81619072,-63.794002533,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.307559967,-63.50541687,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.636650787,-63.271057484,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.846818924,-63.38401413,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.832666397,-63.715831757,JOAQUIN V GONZALEZ,ANTA,SALTA
-24.22614768,-64.810173553,LA ESPERANZA,SAN PEDRO,JUJUY
-24.198825499,-64.789344164,LA ESPERANZA,SAN PEDRO,JUJUY
-24.222214548,-64.83680705,LA ESPERANZA,SAN PEDRO,JUJUY
-24.234857985,-64.844033655,LA ESPERANZA,SAN PEDRO,JUJUY
-24.213962515,-64.805744324,LA ESPERANZA,SAN PEDRO,JUJUY
-31.181964929,-60.630110505,LLAMBI CAMPBELL,LA CAPITAL,SANTA FE
-31.186257404,-60.748478594,LLAMBI CAMPBELL,LA CAPITAL,SANTA FE
-31.188581467,-60.626773834,LLAMBI CAMPBELL,LA CAPITAL,SANTA FE
-33.24010715,-62.404426547,ISLA VERDE,MARCOS JUAREZ,CÓRDOBA
-32.475718164,-58.298985561,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RÍOS
-32.485360167,-58.232051738,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RÍOS
-32.380954743,-58.236881266,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RÍOS
-32.528509963,-58.295789869,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RÍOS
-32.54099655,-58.34553908,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RÍOS
-32.406749,-58.277803,CONCEPCION DEL URUGUAY,URUGUAY,ENTRE RÍOS
-41.349553644,-71.509041629,VILLA MASCARDI,BARILOCHE,RÍO NEGRO
-36.747396152,-64.367390702,TOAY,TOAY,LA PAMPA
-36.703842163,-64.920448303,TOAY,TOAY,LA PAMPA
-36.675157765,-64.380325381,TOAY,TOAY,LA PAMPA
-30.942857479,-64.088497437,SINSACATE,TOTORAL,CÓRDOBA
-25.117113113,-58.188476565,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.11076,-58.36485,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.549552917,-57.785747533,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.433051541,-57.570272474,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.419837951,-58.121852877,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.29602395,-58.36936942,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.20787566,-58.31159053,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.23162,-58.25221,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.23457,-58.20043,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.517774581,-58.429462434,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.164043395,-58.352947637,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.115051269,-57.99847031,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.312885946,-58.283924957,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.456455231,-58.571430206,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.24968617,-58.054367008,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.19513,-58.00583,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.19173,-58.12341,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.523719787,-57.715736395,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.22113,-57.99249,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.1517144,-58.21655961,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.21223,-58.07312,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.27805,-58.05819,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.3182007,-58.31636897,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.096738815,-57.923084263,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.11531892,-58.33376268,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.4202919,-58.064380649,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.51729462,-57.58541194,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.17541917,-57.94635857,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.107477521,-58.280956498,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.18686,-58.1336,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.20277,-58.15092,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.35277228,-58.31308486,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.40788497,-57.6190963,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.562166213,-58.153354647,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.571985244,-58.602230073,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.21997,-58.20972,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.536849975,-58.040634158,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-25.08621703,-58.3377787,AREA SIN GOBIERNO,PILCOMAYO,FORMOSA
-32.837633475,-58.803816047,GENERAL ALMADA,GUALEGUAYCHU,ENTRE RÍOS
-24.383194475,-64.995837064,PERICO,EL CARMEN,JUJUY
-24.35132,-65.20059,PERICO,EL CARMEN,JUJUY
-24.389146805,-65.098731995,PERICO,EL CARMEN,JUJUY
-24.39489,-65.19883,PERICO,EL CARMEN,JUJUY
-24.40575,-65.05195,PERICO,EL CARMEN,JUJUY
-24.379815283,-65.113279381,PERICO,EL CARMEN,JUJUY
-24.41798053,-65.15520149,PERICO,EL CARMEN,JUJUY
-24.403542069,-65.068590109,PERICO,EL CARMEN,JUJUY
-24.382409365,-65.130152224,PERICO,EL CARMEN,JUJUY
-24.395370483,-65.176597595,PERICO,EL CARMEN,JUJUY
-24.19111798,-64.093690355,GENERAL PIZARRO,ANTA,SALTA
-24.379634857,-63.795555115,GENERAL PIZARRO,ANTA,SALTA
-24.23422485,-63.99109154,GENERAL PIZARRO,ANTA,SALTA
-24.285627365,-63.532920837,GENERAL PIZARRO,ANTA,SALTA
-24.303386688,-63.582920075,GENERAL PIZARRO,ANTA,SALTA
-24.329229355,-64.131652832,GENERAL PIZARRO,ANTA,SALTA
-24.423805237,-64.217887878,GENERAL PIZARRO,ANTA,SALTA
-24.397713501,-63.996110804,GENERAL PIZARRO,ANTA,SALTA
-24.366136551,-63.757293701,GENERAL PIZARRO,ANTA,SALTA
-24.207752979,-63.656979421,GENERAL PIZARRO,ANTA,SALTA
-24.262302399,-64.052474976,GENERAL PIZARRO,ANTA,SALTA
-24.340145111,-64.088401794,GENERAL PIZARRO,ANTA,SALTA
-24.252550125,-64.069740295,GENERAL PIZARRO,ANTA,SALTA
-24.19877243,-63.375385284,GENERAL PIZARRO,ANTA,SALTA
-24.250011444,-64.140953064,GENERAL PIZARRO,ANTA,SALTA
-24.24558,-63.39939,GENERAL PIZARRO,ANTA,SALTA
-24.348775864,-63.817337036,GENERAL PIZARRO,ANTA,SALTA
-32.4774516,-59.92171173,GOBERNADOR FEBRE,NOGOYA,ENTRE RÍOS
-32.519884518,-59.869705941,GOBERNADOR FEBRE,NOGOYA,ENTRE RÍOS
-54.80364046,-68.316062477,USHUAIA,USHUAIA,"TIERRA DEL FUEGO, ANTÁRTIDA E ISLAS DEL ATLÁNTICO SUR"
-32.28351144,-65.80227972,QUINES,AYACUCHO,SAN LUIS
-32.218073281,-65.874884266,QUINES,AYACUCHO,SAN LUIS
-32.28028097,-65.83553852,QUINES,AYACUCHO,SAN LUIS
-32.233082237,-65.805632997,QUINES,AYACUCHO,SAN LUIS
-32.56799702,-61.768076235,MONTES DE OCA,BELGRANO,SANTA FE
-32.6634482,-61.8390628,MONTES DE OCA,BELGRANO,SANTA FE
-31.45813887,-58.452086436,AREA SIN GOBIERNO,SAN SALVADOR,ENTRE RÍOS
-31.673065714,-58.441432188,AREA SIN GOBIERNO,SAN SALVADOR,ENTRE RÍOS
-31.688765013,-58.526291334,AREA SIN GOBIERNO,SAN SALVADOR,ENTRE RÍOS
-26.8576011,-65.6752299,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.8837258,-65.7564601,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.96472168,-65.774635315,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.938554998,-65.674605669,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.86065565,-65.668963993,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.9299872,-65.7740426,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.89992603,-65.708592935,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.90155,-65.76092,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.95357132,-65.781188965,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-26.939220922,-65.708154245,EL MOLLAR,TAFI DEL VALLE,TUCUMÁN
-28.382347094,-59.26457429,SAN ANTONIO DE OBLIGADO,GENERAL OBLIGADO,SANTA FE
-22.36534361,-64.105525713,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.735750198,-64.02117157,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.449765209,-63.885619216,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.331416,-64.094482,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.449765209,-63.885619216,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.736606161,-63.821234043,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.588862647,-63.811889812,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.580047166,-63.852323185,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-22.572227478,-64.222732544,GENERAL MOSCONI,GENERAL JOSE DE SAN MARTÍN,SALTA
-34.9075871,-58.4348955,PRESIDENTE PERON,PRESIDENTE PERON,BUENOS AIRES
-34.923059211,-58.365027266,PRESIDENTE PERON,PRESIDENTE PERON,BUENOS AIRES
-34.886197582,-58.417334837,PRESIDENTE PERON,PRESIDENTE PERON,BUENOS AIRES
-35.04155585,-64.384712611,MAISONAVE,REALICO,LA PAMPA
-27.0940176,-65.1534815,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-27.11202,-65.17929,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-27.21154,-65.13135,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-27.11252,-65.27363,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-27.15529,-65.20634,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-27.1619412,-65.1519499,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-27.1704837,-65.2899396,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-27.137892877,-65.261417388,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-27.140039444,-65.134643555,SANTA ROSA DE LEALES Y LAGUNA BLAN,LEALES,TUCUMÁN
-32.91412735,-64.022483826,CARNERILLO,JUAREZ CELMAN,CÓRDOBA
-32.915314206,-64.025658055,CARNERILLO,JUAREZ CELMAN,CÓRDOBA
-30.664633909,-61.320755216,CONSTANZA,SAN CRISTOBAL,SANTA FE
-30.096059933,-63.928773173,CERRO COLORADO,RIO SECO,CÓRDOBA
-32.563397622,-65.031530745,CORTADERAS,CHACABUCO,SAN LUIS
-32.507650425,-64.986965516,CORTADERAS,CHACABUCO,SAN LUIS
-27.733906,-64.238961,LA BANDA,BANDA,SANTIAGO DEL ESTERO
-27.78495843,-64.22611362,LA BANDA,BANDA,SANTIAGO DEL ESTERO
-27.72835,-64.24289,LA BANDA,BANDA,SANTIAGO DEL ESTERO
-30.48692836,-59.031651954,SAN VICTOR,FELICIANO,ENTRE RÍOS
-30.42127242,-58.89678794,SAN VICTOR,FELICIANO,ENTRE RÍOS
-32.045928188,-63.201798167,LOS ZORROS,TERCERO ARRIBA,CÓRDOBA
-38.796184831,-68.073433435,CINCO SALTOS,GENERAL ROCA,RÍO NEGRO
-38.840554101,-68.06230058,CINCO SALTOS,GENERAL ROCA,RÍO NEGRO
-38.860009534,-68.057511404,CINCO SALTOS,GENERAL ROCA,RÍO NEGRO
-31.993610038,-58.550952228,PUEBLO CAZES,COLON,ENTRE RÍOS
-32.003049252,-58.493483259,PUEBLO CAZES,COLON,ENTRE RÍOS
-27.774806039,-58.499562731,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.843304661,-58.778985342,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.800656647,-58.677783799,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.792209119,-58.604218393,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.668420609,-58.709334303,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.861892825,-58.349268555,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.791720785,-58.421562811,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.973385112,-58.474489614,EMPEDRADO,EMPEDRADO,CORRIENTES
-28.075958263,-58.743373136,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.86544616,-58.68568032,EMPEDRADO,EMPEDRADO,CORRIENTES
-28.003114735,-58.624177363,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.923681095,-58.361468836,EMPEDRADO,EMPEDRADO,CORRIENTES
-27.931078157,-58.772138091,EMPEDRADO,EMPEDRADO,CORRIENTES
